test1	P_6623	100.000	283	0	0	1	283	1	283	0.0	563
test1	N_7480	40.203	296	152	6	7	281	5	296	3.00e-56	182
test1	N_5224	38.488	291	149	7	1	264	1	288	5.38e-44	150
test1	N_2882	35.583	163	84	5	8	150	19	180	1.35e-17	79.3
test1	N_1789	28.105	306	149	9	8	277	46	316	1.44e-10	59.7
test2	P_6587	100.000	88	0	0	1	88	1	88	1.16e-61	180
test2	P_2495	98.864	88	1	0	1	88	1	88	1.96e-60	177
test3	P_7705	100.000	71	0	0	1	71	405	475	1.97e-48	157
test3	P_5443	100.000	71	0	0	1	71	247	317	1.01e-47	152
test3	P_3680	100.000	71	0	0	1	71	408	478	2.84e-47	154
test3	P_6588	100.000	71	0	0	1	71	1	71	4.36e-47	142
test3	P_5536	94.366	71	4	0	1	71	406	476	2.33e-46	152
test3	P_7966	95.775	71	3	0	1	71	6	76	2.25e-45	138
test3	P_7095	94.366	71	4	0	1	71	245	315	2.85e-45	145
test3	P_3199	94.366	71	4	0	1	71	16	86	1.40e-44	136
test3	P_3694	90.141	71	7	0	1	71	410	480	1.48e-44	147
test3	P_4933	91.549	71	6	0	1	71	1	71	7.00e-44	134
test3	P_4607	90.141	71	7	0	1	71	45	115	7.57e-44	135
test3	P_1948	92.958	71	5	0	1	71	433	503	9.09e-44	145
test3	P_2919	92.857	70	5	0	2	71	406	475	1.78e-42	141
test3	P_1909	90.141	71	7	0	1	71	1	71	3.92e-42	130
test3	P_5089	90.141	71	6	1	1	71	1	70	2.08e-40	125
test3	P_2642	85.915	71	10	0	1	71	1	71	3.80e-40	125
test3	P_1664	80.282	71	14	0	1	71	411	481	1.03e-38	131
test3	P_3919	80.282	71	14	0	1	71	411	481	1.30e-38	131
test3	P_119	84.507	71	11	0	1	71	408	478	1.42e-38	131
test3	P_6729	80.282	71	14	0	1	71	411	481	1.62e-38	131
test3	P_2977	83.099	71	12	0	1	71	409	479	1.92e-38	130
test3	P_7881	81.081	74	11	1	1	71	409	482	2.92e-38	130
test3	P_7331	83.099	71	12	0	1	71	1	71	4.93e-38	119
test3	P_3100	78.873	71	15	0	1	71	411	481	5.54e-38	129
test3	P_4092	84.286	70	11	0	2	71	1	70	1.93e-36	115
test3	P_6838	85.507	69	10	0	1	69	1	69	1.97e-36	115
test3	P_3553	79.452	73	12	1	1	70	413	485	6.54e-36	124
test3	P_5252	84.058	69	11	0	1	69	1	69	7.20e-36	114
test3	P_7458	81.690	71	13	0	1	71	1	71	7.90e-36	114
test3	P_7599	84.058	69	11	0	1	69	1	69	9.47e-36	114
test3	P_60	84.058	69	11	0	1	69	1	69	1.23e-35	114
test3	P_2766	81.429	70	13	0	2	71	1	70	2.98e-35	112
test3	P_6273	80.882	68	13	0	1	68	412	479	3.76e-35	122
test3	P_4471	82.609	69	12	0	3	71	1	69	4.81e-35	112
test3	P_2142	84.058	69	11	0	1	69	1	69	6.69e-35	112
test3	P_2108	81.159	69	13	0	3	71	1	69	6.99e-35	111
test3	P_7916	81.690	71	13	0	1	71	406	476	8.74e-35	121
test3	P_1556	78.873	71	15	0	1	71	1	71	1.18e-34	111
test3	P_2572	78.873	71	15	0	1	71	404	474	1.81e-34	120
test3	P_3769	80.000	70	14	0	2	71	1	70	2.07e-34	110
test3	P_648	78.261	69	15	0	1	69	407	475	3.21e-34	119
test3	P_1217	83.824	68	11	0	2	69	1	68	3.77e-34	110
test3	P_2756	76.056	71	17	0	1	71	405	475	7.38e-34	118
test3	P_2094	78.873	71	15	0	1	71	1	71	8.44e-34	109
test3	P_3832	78.873	71	15	0	1	71	89	159	1.03e-33	111
test3	P_3338	83.582	67	11	0	3	69	1	67	1.41e-33	108
test3	P_1253	76.056	71	17	0	1	71	36	106	1.80e-33	109
test3	P_6074	82.609	69	12	0	1	69	409	477	4.82e-33	116
test3	P_5197	77.465	71	16	0	1	71	1	71	4.89e-33	107
test3	P_4068	82.609	69	12	0	1	69	412	480	5.15e-33	116
test3	P_260	74.648	71	18	0	1	71	411	481	8.50e-33	115
test3	P_187	77.465	71	16	0	1	71	1	71	8.99e-33	106
test3	P_6874	81.159	69	13	0	1	69	409	477	1.01e-32	115
test3	P_311	77.465	71	16	0	1	71	1	71	1.13e-32	106
test3	P_2842	81.159	69	13	0	1	69	409	477	1.91e-32	114
test3	P_4547	81.818	66	12	0	3	68	1	66	4.67e-32	104
test3	P_5809	70.423	71	21	0	1	71	407	477	2.23e-31	112
test3	P_2370	72.059	68	19	0	1	68	406	473	4.07e-31	111
test3	P_6056	77.465	71	16	0	1	71	348	418	5.08e-31	111
test3	P_7397	73.913	69	18	0	1	69	406	474	7.05e-31	110
test3	P_6706	76.812	69	16	0	1	69	409	477	7.35e-31	110
test3	P_3420	69.014	71	22	0	1	71	394	464	9.86e-31	110
test3	P_2327	76.056	71	17	0	1	71	404	474	1.49e-30	109
test3	P_1937	66.216	74	22	1	1	71	411	484	8.53e-30	107
test3	P_6704	70.588	68	20	0	1	68	412	479	1.55e-29	107
test3	P_4103	72.059	68	19	0	1	68	4	71	5.88e-29	97.1
test3	P_1055	72.222	72	17	1	1	69	413	484	4.41e-28	102
test3	P_2792	72.222	72	17	1	1	69	413	484	4.93e-28	102
test3	P_313	64.286	70	22	1	1	67	409	478	5.04e-27	100
test3	P_7834	68.056	72	20	1	1	69	74	145	5.21e-27	94.4
test3	P_6528	77.193	57	13	0	13	69	1	57	6.53e-27	91.3
test3	P_2987	78.947	57	12	0	13	69	1	57	1.54e-26	90.5
test3	P_4787	68.056	72	20	1	1	69	11	82	2.98e-26	90.5
test3	P_2461	65.278	72	22	1	1	69	84	155	3.35e-26	92.4
test3	P_4412	69.444	72	21	1	1	71	244	315	3.53e-26	97.4
test3	P_5839	63.514	74	24	1	1	71	409	482	1.11e-25	96.3
test3	P_7865	63.333	60	22	0	12	71	3	62	8.08e-25	86.3
test3	P_5690	75.439	57	14	0	13	69	1	57	9.43e-25	85.9
test3	P_2925	61.667	60	23	0	12	71	3	62	1.56e-24	85.5
test3	P_5423	61.667	60	23	0	12	71	417	476	1.57e-24	93.2
test3	P_7412	67.742	62	20	0	10	71	48	109	4.80e-24	85.5
test3	P_2606	65.333	75	22	2	1	71	412	486	5.19e-24	92.0
test3	P_6844	61.667	60	23	0	12	71	50	109	6.80e-24	85.1
test3	P_1958	58.333	60	25	0	12	71	3	62	7.66e-24	84.0
test3	P_219	67.213	61	20	0	11	71	49	109	9.98e-24	84.7
test3	P_860	61.667	60	23	0	12	71	4	63	1.07e-23	83.6
test3	P_6849	61.667	60	23	0	12	71	3	62	1.16e-23	83.2
test3	P_1521	67.213	61	20	0	11	71	49	109	1.19e-23	84.7
test3	P_4947	70.000	70	17	2	1	66	413	482	3.71e-23	89.4
test3	P_1319	70.000	70	17	2	1	66	412	481	4.73e-23	89.0
test3	P_5977	70.000	70	17	2	1	66	412	481	5.11e-23	89.0
test3	P_5111	66.197	71	20	2	1	67	224	294	6.62e-23	88.2
test3	P_1502	66.197	71	20	2	1	67	224	294	7.54e-23	88.2
test3	P_2130	65.672	67	20	1	6	69	16	82	8.07e-23	81.6
test3	P_8225	70.000	70	17	2	1	66	223	292	9.41e-23	87.8
test3	P_8037	70.000	70	17	2	1	66	223	292	1.50e-22	87.4
test3	P_2971	70.000	70	17	2	1	66	223	292	1.51e-22	87.4
test3	P_5946	68.571	70	18	2	1	66	412	481	1.58e-22	87.8
test3	P_5064	61.333	75	25	2	1	71	413	487	1.62e-22	87.8
test3	P_5875	62.667	75	24	2	1	71	414	488	1.73e-22	87.4
test3	P_3797	62.667	75	24	2	1	71	415	489	1.82e-22	87.4
test3	P_146	56.667	60	26	0	12	71	3	62	2.06e-22	80.1
test3	P_1265	57.627	59	25	0	13	71	51	109	2.89e-22	81.3
test3	P_3083	54.237	59	27	0	13	71	417	475	3.98e-22	86.3
test3	P_7280	61.667	60	23	0	12	71	7	66	4.31e-22	79.3
test3	P_4903	61.333	75	25	2	1	71	416	490	4.59e-22	86.3
test3	P_3644	62.667	75	24	2	1	71	313	387	4.74e-22	86.3
test3	P_1575	68.571	70	18	2	1	66	223	292	5.57e-22	85.9
test3	P_5207	55.000	60	27	0	12	71	50	109	6.48e-22	80.1
test3	P_6238	62.667	75	24	2	1	71	415	489	7.91e-22	85.5
test3	P_5892	67.143	70	19	2	1	66	20	89	8.02e-22	79.7
test3	P_4332	68.571	70	18	2	1	66	412	481	9.33e-22	85.5
test3	P_771	61.644	73	24	2	1	69	410	482	1.58e-21	84.7
test3	P_7858	64.179	67	21	1	6	69	16	82	1.70e-21	78.6
test3	P_4537	60.000	75	26	2	1	71	14	88	2.05e-21	80.5
test3	P_3861	51.667	60	29	0	12	71	4	63	2.40e-21	77.8
test3	P_4512	53.333	60	28	0	12	71	50	109	2.48e-21	79.3
test3	P_3213	55.000	60	27	0	12	71	3	62	2.53e-21	77.4
test3	P_1952	55.000	60	27	0	12	71	4	63	4.36e-21	77.0
test3	P_6709	54.237	59	27	0	13	71	51	109	4.52e-21	78.2
test3	P_4322	54.237	59	27	0	13	71	51	109	7.00e-21	77.8
test3	P_1397	61.333	75	25	2	1	71	221	295	7.14e-21	82.8
test3	P_3760	56.897	58	25	0	12	69	4	61	7.88e-21	76.3
test3	P_5635	54.667	75	30	2	1	71	416	490	8.61e-21	82.8
test3	P_6927	67.143	70	19	2	1	66	223	292	1.03e-20	82.4
test3	P_4022	53.333	60	28	0	12	71	50	109	1.06e-20	77.0
test3	P_3270	58.667	75	27	2	1	71	23	97	1.19e-20	79.7
test3	P_6628	72.340	47	13	0	25	71	1	47	1.32e-20	75.1
test3	P_4708	58.667	75	27	2	1	71	412	486	2.39e-20	81.3
test3	P_3436	59.722	72	26	1	1	69	412	483	3.34e-20	80.9
test3	P_7496	51.667	60	29	0	12	71	50	109	3.46e-20	76.3
test3	P_5317	58.667	75	27	2	1	71	414	488	6.73e-20	80.1
test3	P_5656	58.667	75	27	2	1	71	412	486	8.66e-20	79.7
test3	P_2283	57.333	75	28	2	1	71	413	487	9.65e-20	79.7
test3	P_1535	58.621	58	24	0	12	69	7	64	1.00e-19	73.6
test3	P_7136	56.000	75	29	2	1	71	419	493	1.06e-19	79.7
test3	P_957	56.000	75	29	2	1	71	412	486	1.62e-19	79.0
test3	P_5052	56.000	75	29	2	1	71	412	486	1.68e-19	79.0
test3	P_6323	62.857	70	22	2	1	66	413	482	1.73e-19	79.0
test3	P_6506	56.164	73	28	2	1	69	11	83	3.32e-19	75.5
test3	P_2451	61.111	72	25	1	1	69	220	291	4.27e-19	76.6
test3	P_7461	50.000	60	30	0	12	71	50	109	5.08e-19	73.6
test3	P_7779	57.333	75	28	2	1	71	136	210	7.09e-19	76.6
test3	P_7004	48.333	60	31	0	12	71	4	63	7.48e-19	71.2
test3	P_4217	49.153	59	30	0	12	70	50	108	1.15e-18	72.4
test3	P_7126	56.000	75	29	2	1	71	416	490	1.16e-18	76.6
test3	P_2483	54.667	75	30	2	1	71	13	87	1.16e-18	74.3
test3	P_5672	52.055	73	31	2	1	69	17	89	1.17e-18	71.6
test3	P_6827	54.667	75	30	2	1	71	413	487	1.18e-18	76.6
test3	P_1470	56.000	75	29	2	1	71	412	486	1.48e-18	76.3
test3	P_2677	52.542	59	28	0	13	71	4	62	1.65e-18	70.5
test3	P_7402	54.667	75	30	2	1	71	219	293	1.73e-18	75.9
test3	P_1418	52.542	59	28	0	13	71	3	61	1.86e-18	70.1
test3	P_2753	54.667	75	30	2	1	71	411	485	2.08e-18	75.9
test3	P_510	53.333	75	31	2	1	71	410	484	2.10e-18	75.9
test3	P_3473	53.333	75	31	2	1	71	410	484	2.12e-18	75.9
test3	P_4184	53.333	75	31	2	1	71	410	484	2.14e-18	75.9
test3	P_1944	53.333	75	31	2	1	71	411	485	2.22e-18	75.9
test3	P_1050	53.333	75	31	2	1	71	411	485	2.22e-18	75.9
test3	P_1400	53.333	75	31	2	1	71	410	484	2.25e-18	75.9
test3	P_4774	53.333	75	31	2	1	71	13	87	2.59e-18	73.6
test3	P_2980	57.746	71	26	2	1	67	417	487	2.65e-18	75.5
test3	P_5808	52.542	59	28	0	13	71	4	62	2.92e-18	69.7
test3	P_4112	53.333	75	31	2	1	71	372	446	3.06e-18	75.5
test3	P_4337	56.000	75	29	2	1	71	411	485	3.13e-18	75.5
test3	P_2843	51.667	60	29	0	12	71	3	62	3.24e-18	69.7
test3	P_5568	53.333	75	31	2	1	71	411	485	3.35e-18	75.5
test3	P_121	45.000	60	33	0	12	71	50	109	4.51e-18	70.5
test3	P_1393	54.667	75	30	2	1	71	417	491	7.16e-18	74.3
test3	P_1282	52.000	75	32	2	1	71	411	485	1.32e-17	73.6
test3	P_1261	52.000	75	32	2	1	71	28	102	1.86e-17	70.9
test3	P_269	52.542	59	28	0	13	71	4	62	1.96e-17	67.8
test3	P_4475	49.153	59	30	0	13	71	4	62	2.15e-17	67.4
test3	P_6954	53.333	75	31	2	1	71	409	483	2.52e-17	72.8
test3	P_2940	49.153	59	30	0	13	71	51	109	2.97e-17	68.6
test3	P_5054	53.333	75	31	2	1	71	418	492	4.44e-17	72.0
test3	P_848	45.763	59	32	0	12	70	50	108	7.50e-17	67.8
test3	P_63	46.667	60	32	0	12	71	3	62	1.22e-16	65.9
test3	P_4816	52.000	75	32	2	1	71	17	91	1.36e-16	68.9
test3	P_5056	59.574	47	19	0	25	71	1	47	1.50e-16	65.1
test3	P_420	53.333	75	31	2	1	71	418	492	1.58e-16	70.5
test3	P_7371	47.458	59	31	0	13	71	4	62	1.96e-16	65.1
test3	P_6302	54.286	70	28	2	6	71	415	484	3.00e-16	69.7
test3	P_4832	53.333	75	31	2	1	71	223	297	3.00e-16	69.7
test3	P_3163	54.286	70	28	2	6	71	411	480	4.84e-16	69.3
test3	P_2938	63.636	44	16	0	28	71	1	44	6.01e-16	63.5
test3	P_6743	44.068	59	33	0	13	71	4	62	6.50e-16	63.9
test3	P_7866	50.847	59	29	0	13	71	262	320	1.16e-15	67.8
test3	P_3860	50.667	75	33	2	1	71	13	87	1.41e-15	63.9
test3	P_3823	50.667	75	33	2	1	71	418	492	1.84e-15	67.4
test3	P_5150	62.791	43	16	0	29	71	2	44	2.53e-15	62.0
test3	P_2076	58.140	43	18	0	29	71	2	44	2.95e-15	61.6
test3	P_1063	53.333	60	27	1	13	71	1	60	4.32e-15	64.3
test3	P_4796	62.791	43	16	0	29	71	2	44	4.72e-15	61.2
test3	P_2562	49.333	75	34	2	1	71	405	479	4.93e-15	66.2
test3	P_3636	53.333	60	27	1	13	71	1	60	5.37e-15	64.3
test3	P_7070	51.429	70	30	2	6	71	411	480	7.29e-15	65.9
test3	P_7824	52.000	75	30	3	1	71	418	490	1.70e-14	64.7
test3	P_7725	48.000	75	35	2	1	71	417	491	4.53e-14	63.5
test3	P_2189	59.524	42	17	0	29	70	2	43	1.05e-13	57.8
test3	P_4154	60.465	43	17	0	29	71	2	44	1.12e-13	57.8
test3	P_2342	56.250	48	21	0	24	71	2	49	1.12e-13	57.8
test3	P_8067	55.319	47	21	0	25	71	1	47	4.37e-13	56.2
test3	P_806	47.887	71	33	2	1	67	415	485	9.90e-13	59.7
test4	N_6711	100.000	193	0	0	1	193	1	193	4.71e-140	387
test5	N_6601	100.000	112	0	0	1	112	1	112	1.38e-76	220
test7	N_6601	100.000	112	0	0	1	112	1	112	1.38e-76	220
my_test8_test6_in_test7	N_6601	76.712	146	0	1	1	146	1	112	1.31e-69	204
my_test9_test3_in_test7	P_5443	85.057	87	11	1	30	114	231	317	4.05e-49	160
my_test9_test3_in_test7	P_7705	85.057	87	11	1	30	114	389	475	1.58e-48	162
my_test9_test3_in_test7	P_6588	100.000	71	0	0	44	114	1	71	1.99e-48	150
my_test9_test3_in_test7	P_3680	100.000	71	0	0	44	114	408	478	2.12e-48	162
my_test9_test3_in_test7	P_7966	95.775	71	3	0	44	114	6	76	8.32e-47	146
my_test9_test3_in_test7	P_7095	80.460	87	15	1	30	114	229	315	1.20e-46	154
my_test9_test3_in_test7	P_3199	94.366	71	4	0	44	114	16	86	3.97e-46	145
my_test9_test3_in_test7	P_1948	79.310	87	16	1	30	114	417	503	3.12e-45	154
my_test9_test3_in_test7	P_4933	91.549	71	6	0	44	114	1	71	3.19e-45	142
my_test9_test3_in_test7	P_5536	94.366	71	4	0	44	114	406	476	3.57e-45	154
my_test9_test3_in_test7	P_4607	90.141	71	7	0	44	114	45	115	4.61e-45	143
my_test9_test3_in_test7	P_3694	77.011	87	18	1	30	114	394	480	3.46e-44	151
my_test9_test3_in_test7	P_2919	92.857	70	5	0	45	114	406	475	8.20e-44	150
my_test9_test3_in_test7	N_6601	100.000	69	0	0	115	183	44	112	1.23e-43	140
my_test9_test3_in_test7	N_6601	100.000	43	0	0	1	43	1	43	8.88e-23	86.7
my_test9_test3_in_test7	P_1909	90.141	71	7	0	44	114	1	71	2.12e-43	138
my_test9_test3_in_test7	P_5089	90.141	71	6	1	44	114	1	70	1.51e-41	133
my_test9_test3_in_test7	P_2642	85.915	71	10	0	44	114	1	71	4.59e-41	132
my_test9_test3_in_test7	P_119	72.414	87	22	1	30	114	392	478	2.52e-40	140
my_test9_test3_in_test7	P_2977	83.099	71	12	0	44	114	409	479	1.31e-39	139
my_test9_test3_in_test7	P_7881	81.081	74	11	1	44	114	409	482	1.65e-39	139
my_test9_test3_in_test7	P_7331	83.099	71	12	0	44	114	1	71	6.22e-39	126
my_test9_test3_in_test7	P_3919	80.282	71	14	0	44	114	411	481	8.58e-38	134
my_test9_test3_in_test7	P_1664	80.282	71	14	0	44	114	411	481	8.58e-38	134
my_test9_test3_in_test7	P_6729	80.282	71	14	0	44	114	411	481	1.24e-37	134
my_test9_test3_in_test7	P_4092	84.286	70	11	0	45	114	1	70	1.82e-37	122
my_test9_test3_in_test7	P_3553	79.452	73	12	1	44	113	413	485	2.55e-37	133
