F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20
-0.4291845493562232,-1.6781115879828326,-1.6781115879828326,-2.145922746781116,-1.8240343347639485,-1.2532188841201717,-1.497854077253219,-1.793991416309013,-2.055793991416309,-0.6781115879828327,-0.721030042918455,-1.497854077253219,-0.4935622317596566,-1.592274678111588,-1.7682403433476397,-0.871244635193133,-0.5321888412017167,-2.223175965665236,-1.4592274678111588,-0.4935622317596566
-0.7159090909090909,-1.3977272727272727,-0.7954545454545454,-1.693181818181818,-1.7727272727272727,-1.1136363636363635,-1.4545454545454546,-1.8295454545454544,-1.3863636363636365,-0.9545454545454546,-1.0113636363636365,-1.125,-0.6931818181818182,-1.0340909090909092,-1.818181818181818,-0.2045454545454545,0.0113636363636363,-2.511363636363636,-0.9772727272727272,-0.7954545454545454
-0.6588785046728972,-0.5677570093457944,-0.8785046728971962,-1.2266355140186915,-1.5864485981308412,-0.397196261682243,-0.633177570093458,-1.7102803738317758,-1.0981308411214954,-1.1518691588785046,-1.0046728971962615,-0.441588785046729,-0.5350467289719626,-1.3457943925233644,-1.5841121495327102,-0.397196261682243,-0.5771028037383178,-2.2149532710280373,-1.1775700934579438,-0.9929906542056076
-0.4323922734026746,-0.8202080237741456,-0.763744427934621,-0.9895988112927192,-1.575037147102526,-0.37592867756315,-0.4992570579494799,-1.4205052005943537,-0.9702823179791976,-1.1946508172362555,-1.0416047548291234,-0.537890044576523,-0.5928677563150074,-1.5096582466567607,-0.812778603268945,-0.1248142644873699,-0.3655274888558692,-2.2793462109955422,-1.222882615156018,-0.9420505200594352
-0.4353846153846153,-0.8046153846153846,-0.6169230769230769,-0.6492307692307693,0.0323076923076923,-0.3984615384615385,-0.4169230769230769,-0.8661538461538462,-0.933846153846154,-1.48,-1.4215384615384616,-0.6523076923076923,-1.176923076923077,-1.7384615384615385,-0.9323076923076924,-0.1584615384615384,-0.4138461538461538,-2.3076923076923075,-1.416923076923077,-1.0815384615384616
-0.2913385826771653,-2.1102362204724407,-1.669291338582677,-2.543307086614173,-1.346456692913386,-1.669291338582677,-1.984251968503937,-1.2755905511811023,-2.0078740157480315,-0.4251968503937008,-0.7559055118110236,-1.818897637795276,-0.4881889763779528,-1.3543307086614174,-2.236220472440945,-0.84251968503937,-0.7559055118110236,-2.4803149606299213,-1.3937007874015748,-0.3543307086614173
-0.4142857142857143,-0.8857142857142857,-0.9,-1.4071428571428573,-1.4285714285714286,-0.6785714285714286,-1.0214285714285714,-1.4214285714285717,-1.2642857142857142,-1.6214285714285714,-1.2785714285714285,-0.7428571428571429,-0.8285714285714286,-2.0142857142857142,-0.45,-0.2357142857142857,-0.4714285714285714,-2.6142857142857143,-1.6714285714285717,-1.3071428571428572
-0.772093023255814,-0.7302325581395349,-0.2930232558139535,-0.7348837209302326,-1.7255813953488373,-0.5627906976744186,-0.4790697674418605,-1.4790697674418605,-0.8465116279069768,-0.6976744186046512,-0.8046511627906977,-0.3534883720930232,-0.5953488372093023,-0.944186046511628,-1.3674418604651162,-0.3162790697674418,-0.4651162790697674,-1.8837209302325584,-0.6325581395348837,-0.7348837209302326
-0.8053097345132744,-0.9292035398230089,-0.9424778761061948,-1.5575221238938053,-2.035398230088496,-0.5132743362831859,-0.9690265486725664,-1.9469026548672568,-1.0265486725663715,-1.0398230088495577,-0.8982300884955752,-0.8584070796460177,-0.6061946902654868,-1.424778761061947,-1.9292035398230087,-0.5575221238938053,-0.3716814159292035,-2.5309734513274336,-1.0619469026548674,-0.8584070796460177
-0.7659574468085106,-1.198581560283688,-1.0070921985815602,-1.7304964539007093,-1.5390070921985817,-0.8652482269503546,-1.297872340425532,-1.929078014184397,-1.446808510638298,-1.0070921985815602,-0.9290780141843972,-1.0212765957446808,-0.7021276595744681,-1.4042553191489362,-1.7304964539007093,-0.6170212765957447,-0.3333333333333333,-2.3617021276595747,-1.148936170212766,-0.8014184397163121
-0.3535620052770448,-0.41688654353562,-0.3139841688654353,-0.7150395778364116,-1.9551451187335087,-0.100263852242744,-0.1846965699208443,-1.3060686015831136,-0.8839050131926122,-1.4063324538258577,-1.3562005277044855,-0.3060686015831134,-0.8390501319261213,-1.79155672823219,-1.0211081794195251,0.2453825857519788,-0.2453825857519788,-2.646437994722956,-1.4538258575197889,-1.04221635883905
-0.6050228310502284,-1.2534246575342465,-1.4726027397260273,-2.0730593607305936,-1.582191780821918,-0.8835616438356164,-1.3858447488584476,-1.9840182648401827,-1.2465753424657535,-0.680365296803653,-0.4269406392694064,-1.2328767123287672,-0.2648401826484018,-0.7579908675799086,-1.6529680365296804,-0.7785388127853882,-0.5981735159817352,-1.5662100456621004,-0.684931506849315,-0.5958904109589042
-0.6153846153846154,-1.0806754221388368,-0.874296435272045,-1.264540337711069,-1.6622889305816135,-0.8030018761726079,-0.8180112570356473,-1.5891181988742964,-1.2195121951219512,-1.129455909943715,-1.0919324577861165,-0.7373358348968105,-0.7392120075046904,-1.551594746716698,-1.3846153846153846,-0.3433395872420263,-0.4953095684803001,-2.3339587242026267,-1.25515947467167,-0.8911819887429644
-0.2556053811659193,-1.094170403587444,-0.9327354260089686,-1.062780269058296,-1.991031390134529,-0.6322869955156951,-0.7309417040358744,-1.493273542600897,-1.4215246636771302,-1.2331838565022422,-1.3811659192825112,-0.672645739910314,-0.8251121076233184,-2.031390134529148,0.0224215246636771,-0.3273542600896861,-0.4708520179372197,-2.681614349775785,-1.7085201793721974,-0.7533632286995515
-0.6666666666666666,-1.0263157894736843,-0.7456140350877193,-1.0087719298245614,-1.9649122807017545,-0.6403508771929824,-0.5526315789473685,-1.543859649122807,-1.3333333333333333,-0.8947368421052632,-0.912280701754386,-0.5614035087719298,-0.6403508771929824,-1.5175438596491229,-1.7719298245614037,-0.3947368421052631,-0.5526315789473685,-2.4649122807017543,-1.2456140350877194,-0.6491228070175439
-0.4805194805194805,-0.8766233766233766,-0.8383116883116883,-1.1714285714285717,-1.9045454545454543,-0.3694805194805194,-0.6415584415584416,-1.4714285714285715,-1.0805194805194804,-1.1272727272727272,-0.9727272727272728,-0.688961038961039,-0.6435064935064935,-1.5214285714285714,-0.9506493506493506,-0.2441558441558441,-0.3694805194805194,-2.370779220779221,-1.231818181818182,-0.8389610389610389
-0.8344827586206897,-1.5655172413793104,-1.006896551724138,-1.6344827586206896,-1.3655172413793104,-0.986206896551724,-1.2344827586206897,-1.8689655172413795,-1.193103448275862,-1.1655172413793105,-1.0275862068965518,-1.282758620689655,-0.7862068965517242,-1.4,-1.827586206896552,-0.5310344827586206,-0.4689655172413793,-2.420689655172414,-1.1241379310344828,-1.0
-0.5168539325842697,-1.5617977528089888,-1.4943820224719102,-1.9213483146067416,-1.8848314606741567,-1.0589887640449438,-1.4297752808988764,-1.4831460674157304,-1.598314606741573,-0.9129213483146068,-0.8792134831460674,-1.300561797752809,-0.5224719101123596,-1.1264044943820224,-1.5702247191011236,-0.7106741573033708,-0.4943820224719101,-2.092696629213483,-1.0168539325842696,-0.6573033707865169
-0.497005988023952,-0.8203592814371258,-0.5988023952095808,-1.0778443113772456,-1.7904191616766467,-0.1916167664670658,-0.4311377245508982,-1.7005988023952097,-1.0538922155688624,-1.125748502994012,-0.8263473053892215,-0.5808383233532934,-0.3473053892215569,-1.526946107784431,-1.6347305389221556,-0.1916167664670658,-0.4071856287425149,-2.3532934131736525,-1.2634730538922156,-0.8562874251497006
-0.4758620689655172,-1.193103448275862,-1.137931034482759,-1.6206896551724137,-1.6896551724137931,-0.6827586206896552,-0.8551724137931035,-1.7517241379310344,-1.4620689655172414,-0.8206896551724138,-0.6551724137931034,-0.8827586206896552,-0.5241379310344828,-1.296551724137931,-1.4827586206896552,-0.4551724137931034,-0.5241379310344828,-2.2482758620689656,-1.0689655172413792,-0.593103448275862
-0.1424657534246575,-0.5726027397260274,-0.5013698630136987,-0.7780821917808219,-1.86027397260274,-0.0630136986301369,-0.2684931506849315,-0.6082191780821918,-0.5424657534246575,-1.63013698630137,-1.2191780821917808,-0.273972602739726,-0.8493150684931506,-1.789041095890411,-0.1178082191780822,0.1616438356164383,-0.3424657534246575,-2.3123287671232875,-1.4273972602739726,-1.252054794520548
-0.0785832872163807,-0.9767570558937464,-0.3314886552296624,-0.8428334255672385,-2.0924183729939125,-0.2551189817376867,-0.6231322634200332,-0.7719977863862756,-1.162700608743774,-1.2280022136137243,-1.1101272827891533,-0.6198118428334256,-0.8859988931931378,-1.72606530160487,-0.4399557277255119,0.3242944106253458,0.0630879911455451,-2.4571112340896515,-1.39568345323741,-0.8776978417266187
-0.4504504504504504,-0.9009009009009008,-0.8648648648648649,-1.4594594594594594,-2.054054054054054,-0.7477477477477478,-0.7927927927927928,-1.2252252252252251,-0.8648648648648649,-1.3963963963963963,-1.2342342342342345,-0.7927927927927928,-0.7567567567567568,-1.5405405405405406,-1.1441441441441442,-0.3693693693693693,-0.6846846846846847,-2.3063063063063063,-1.1891891891891893,-1.0810810810810811
-0.4568527918781725,-0.6598984771573604,-0.700507614213198,-1.0456852791878173,-1.9949238578680204,-0.4720812182741117,-0.3553299492385787,-1.5939086294416245,-0.9746192893401016,-1.0710659898477155,-0.9949238578680204,-0.3604060913705584,-0.751269035532995,-1.2030456852791878,-1.4517766497461928,-0.3401015228426396,-0.3756345177664975,-2.3807106598984773,-1.015228426395939,-0.8223350253807107
-0.5642807505211953,-0.606671299513551,-0.5232800555941626,-0.6400277970813064,-2.0660180681028493,-0.2001389854065323,-0.1306462821403752,-1.5156358582348854,-0.9145239749826268,-1.2696316886726893,-1.240444753300903,-0.3564975677553856,-0.7915218902015289,-1.4864489228630993,-1.4072272411396802,-0.2640722724113968,-0.4760250173731758,-2.2807505211952743,-1.147324530924253,-1.0382209867963863
-0.5285714285714286,-1.2142857142857142,-1.0928571428571427,-1.3142857142857145,-1.7714285714285714,-0.7214285714285714,-0.8642857142857143,-1.8928571428571428,-1.3357142857142856,-0.9571428571428572,-1.1785714285714286,-0.9428571428571428,-0.7857142857142857,-1.7785714285714285,-1.7428571428571429,-0.5357142857142857,-0.3214285714285714,-2.807142857142857,-1.3285714285714283,-0.7214285714285714
-0.4221028396009209,-0.7820414428242517,-0.6316193399846508,-1.061396776669225,-1.7674597083653107,-0.3960092095165003,-0.5257099002302379,-1.6561780506523407,-1.1795855717574828,-0.9639293937068304,-0.908672294704528,-0.4581734458940905,-0.5832693783576363,-1.4819646968534153,-1.3568687643898696,-0.0706062931696085,-0.2770529547198772,-2.4059861857252494,-1.2877973906369915,-0.762854950115119
-0.624113475177305,-0.6690307328605201,-0.6784869976359338,-0.942080378250591,-2.002364066193853,-0.3191489361702128,-0.41725768321513,-1.4314420803782506,-0.9598108747044918,-1.3167848699763594,-1.2777777777777777,-0.4491725768321513,-0.7825059101654847,-1.455082742316785,-1.5520094562647757,-0.3250591016548463,-0.5011820330969267,-2.2588652482269502,-1.1465721040189123,-1.0957446808510638
-0.5394190871369294,-0.7053941908713693,-0.7773167358229599,-1.002766251728907,-1.3208852005532503,-0.7026279391424619,-0.5352697095435685,-1.4896265560165975,-0.9308437067773168,-0.8658367911479945,-0.5283540802213001,-0.4522821576763485,-0.2351313969571231,-1.0359612724757954,-1.723374827109267,-0.1106500691562932,-0.5947441217150761,-2.128630705394191,-0.9446749654218534,-0.6182572614107884
