F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20
-0.1170212765957446,-0.4432624113475177,-0.5390070921985816,-0.925531914893617,-1.74822695035461,0.0177304964539007,-0.4184397163120567,-0.6702127659574468,-0.6950354609929078,-1.49645390070922,-1.180851063829787,-0.3687943262411347,-0.875886524822695,-1.5673758865248226,0.4326241134751773,0.2943262411347517,-0.2340425531914893,-2.3120567375886525,-1.24468085106383,-1.0957446808510638
-0.4054758800521512,-0.7614080834419817,-0.5775749674054759,-0.7131681877444589,-2.002607561929596,-0.4458930899608865,-0.5945241199478487,-1.0234680573663624,-0.8409387222946545,-0.8930899608865711,-0.9947848761408083,-0.5358539765319427,-0.8252933507170795,-1.001303780964798,-1.1538461538461535,-0.1929595827900912,-0.2164276401564537,-1.7522816166883963,-0.6284224250325945,-0.6857887874837028
-0.3835616438356164,-1.0273972602739727,-0.9315068493150684,-1.3424657534246576,-1.4246575342465753,-0.5342465753424658,-0.8356164383561644,-1.5068493150684932,-1.4657534246575343,-0.7397260273972602,-0.821917808219178,-0.9041095890410958,-0.4657534246575342,-1.3972602739726028,-1.8630136986301369,-0.2876712328767123,-0.3835616438356164,-2.246575342465753,-1.3424657534246576,-0.6301369863013698
-0.6451612903225806,-0.8387096774193549,-0.949820788530466,-1.4086021505376345,-1.8888888888888888,-0.5591397849462365,-0.8172043010752689,-1.6523297491039426,-1.2939068100358424,-0.935483870967742,-0.935483870967742,-0.6630824372759857,-0.6594982078853047,-1.3835125448028671,-1.724014336917563,-0.5376344086021505,-0.4623655913978494,-2.010752688172043,-1.0896057347670252,-0.6559139784946236
-0.4236453201970443,-0.9458128078817734,-0.4876847290640394,-0.9064039408866996,-1.812807881773399,-0.5714285714285714,-0.4778325123152709,-1.4039408866995071,-1.0,-0.9359605911330048,-1.083743842364532,-0.5862068965517241,-0.7438423645320197,-1.4334975369458127,-1.5270935960591132,-0.1133004926108374,-0.1921182266009852,-2.5172413793103448,-1.1970443349753694,-0.7093596059113301
-0.5795053003533569,-1.098939929328622,-0.7067137809187279,-1.03886925795053,-1.8586572438162543,-0.7879858657243817,-0.7950530035335689,-1.4664310954063604,-1.1696113074204948,-0.7809187279151943,-0.96113074204947,-0.7773851590106007,-0.7102473498233216,-1.1696113074204948,-1.4028268551236749,-0.2367491166077738,-0.342756183745583,-2.4346289752650176,-1.1201413427561835,-0.7561837455830389
-0.5580524344569289,-0.9550561797752808,-0.951310861423221,-1.1910112359550562,-1.9288389513108608,-0.6554307116104869,-0.5730337078651685,-1.5730337078651686,-0.9400749063670412,-1.0224719101123596,-1.00374531835206,-0.7153558052434457,-0.7116104868913857,-1.243445692883895,-1.4157303370786516,-0.5543071161048689,-0.5393258426966292,-2.243445692883895,-0.9213483146067416,-0.7940074906367042
-0.3948374760994264,-0.5344168260038241,-0.5946462715105163,-0.6261950286806883,-1.834608030592734,-0.4311663479923518,-0.248565965583174,-1.30019120458891,-0.8623326959847036,-0.6931166347992351,-0.7418738049713193,-0.2275334608030592,-0.6204588910133844,-0.9149139579349904,-1.089866156787763,-0.3546845124282983,-0.4149139579349904,-1.5717017208413002,-0.7036328871892925,-0.638623326959847
-0.2689295039164491,-1.2610966057441253,-1.112271540469974,-1.637075718015666,-1.5483028720626633,-0.9399477806788512,-1.1488250652741514,-1.5065274151436032,-1.3864229765013054,-0.4360313315926893,-0.2402088772845953,-0.9973890339425588,-0.237597911227154,-0.6631853785900783,-1.5953002610966058,-0.1723237597911227,-0.2036553524804177,-1.929503916449086,-0.9033942558746736,-0.2976501305483028
-0.5699177438307873,-1.028789659224442,-0.790834312573443,-1.1897767332549942,-1.854289071680376,-0.6345475910693302,-0.8713278495887191,-1.471210340775558,-1.1339600470035254,-0.5235017626321974,-0.518801410105758,-0.799059929494712,-0.4095182138660399,-0.8954171562867215,-1.5599294947121034,-0.3607520564042303,-0.3490011750881316,-2.132784958871915,-0.9200940070505288,-0.4958871915393654
-0.301255230125523,-0.5711297071129707,-0.6673640167364017,-1.104602510460251,-2.219665271966527,-0.1108786610878661,-0.3326359832635983,-1.1464435146443517,-0.9686192468619248,-1.5334728033472804,-1.3096234309623431,-0.4288702928870292,-1.00418410041841,-1.926778242677824,0.5460251046025104,0.3451882845188284,-0.0878661087866108,-2.774058577405858,-1.5627615062761506,-0.9686192468619248
-0.541135573580533,-0.8980301274623407,-0.8945538818076477,-1.1622247972190034,-1.783314020857474,-0.4125144843568945,-0.6025492468134415,-1.7508690614136733,-0.9212050984936268,-0.9571263035921204,-0.7960602549246814,-0.6778679026651216,-0.574739281575898,-1.297798377752028,-1.593279258400927,-0.40324449594438,-0.4101969872537659,-2.222479721900348,-0.9953650057937428,-0.7323290845886443
