F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13,F_14,F_15,F_16,F_17,F_18,F_19,F_20
-0.4978902953586498,-1.0928270042194093,-0.3881856540084388,-0.8481012658227848,-2.0253164556962027,-0.6708860759493671,-0.8143459915611815,-1.358649789029536,-1.1645569620253164,-1.1518987341772151,-1.3037974683544304,-0.7848101265822784,-0.9831223628691984,-1.3417721518987342,-1.350210970464135,0.050632911392405,-0.0675105485232067,-2.113924050632912,-1.1265822784810129,-0.8481012658227848
-0.3684210526315789,-0.8947368421052632,-0.8596491228070176,-1.2456140350877194,-2.0526315789473686,-0.5964912280701754,-0.6228070175438597,-1.3157894736842106,-1.3421052631578947,-1.2280701754385963,-1.236842105263158,-0.7631578947368421,-0.7631578947368421,-1.605263157894737,-1.605263157894737,-0.4912280701754385,-0.6578947368421053,-2.210526315789474,-1.4298245614035088,-1.0263157894736843
-0.5573770491803278,-1.2622950819672132,-1.0491803278688523,-1.6721311475409837,-0.4262295081967213,-1.180327868852459,-1.4098360655737705,-1.278688524590164,-1.4918032786885247,-0.8688524590163934,-1.2295081967213115,-0.4590163934426229,-0.5737704918032787,-1.360655737704918,-1.7377049180327868,-0.5409836065573771,-0.5901639344262295,-2.721311475409836,-1.3114754098360657,-0.6065573770491803
-0.4970760233918128,-0.9064327485380116,-0.9239766081871345,-1.0935672514619883,-1.812865497076024,-0.5497076023391813,-0.5,-1.7573099415204678,-1.1345029239766082,-1.154970760233918,-1.02046783625731,-0.6198830409356725,-0.6374269005847953,-1.4298245614035088,-1.4385964912280702,-0.3567251461988304,-0.4766081871345029,-2.236842105263158,-1.1666666666666667,-0.8830409356725146
0.1117647058823529,-0.9029411764705882,-0.7558823529411764,-1.0205882352941176,-1.6647058823529413,-0.6470588235294118,-0.8029411764705883,-0.861764705882353,-1.0558823529411765,-0.7323529411764705,-0.7617647058823529,-0.8352941176470589,-0.6794117647058824,-1.2941176470588236,-0.9911764705882352,-0.1352941176470588,-0.2558823529411764,-2.126470588235294,-1.285294117647059,-0.4470588235294118
-0.6714285714285714,-1.457142857142857,-1.2285714285714286,-1.7285714285714286,-0.8714285714285714,-1.2428571428571429,-1.0142857142857142,-1.457142857142857,-1.8857142857142857,-1.4857142857142858,-1.3285714285714283,-1.1,-1.2,-1.7428571428571429,-1.5571428571428572,-0.4,-0.8714285714285714,-2.742857142857143,-1.8142857142857145,-1.2714285714285714
-1.162790697674419,-1.1511627906976745,-1.686046511627907,-1.8604651162790693,-1.6046511627906976,-1.662790697674419,-1.430232558139535,-1.430232558139535,-1.755813953488372,-1.686046511627907,-1.2790697674418603,-1.0116279069767442,-1.058139534883721,-1.2906976744186047,-1.755813953488372,-0.7790697674418605,-0.8023255813953488,-0.9767441860465116,-1.5930232558139534,-1.5116279069767442
-0.9523809523809524,-1.2222222222222223,-1.6825396825396826,-1.9365079365079363,-1.3492063492063493,-1.2222222222222223,-1.7301587301587302,-2.4444444444444446,-1.873015873015873,-1.0158730158730158,-0.7777777777777778,-1.3492063492063493,-1.0158730158730158,-1.5396825396825398,-1.238095238095238,-0.873015873015873,-0.9047619047619048,-2.3492063492063493,-1.7142857142857142,-1.0793650793650793
-1.077922077922078,-1.5454545454545454,-1.12987012987013,-1.7402597402597402,-1.344155844155844,-1.5129870129870129,-1.5324675324675323,-1.7207792207792207,-1.707792207792208,-1.7467532467532467,-1.5974025974025974,-1.0,-1.37012987012987,-1.9090909090909087,-1.974025974025974,-1.0649350649350648,-0.9805194805194806,-2.25974025974026,-1.0909090909090908,-1.4870129870129871
-0.2478632478632478,-1.051282051282051,-1.0085470085470083,-1.051282051282051,-1.0598290598290598,-0.8290598290598291,-0.4017094017094017,-1.2564102564102564,-1.4444444444444444,-1.0854700854700854,-1.0,-0.4786324786324786,-0.8888888888888888,-1.170940170940171,-1.6495726495726497,-0.2564102564102564,-0.6410256410256411,-1.4017094017094016,-1.1367521367521367,-0.9487179487179488
-0.5740740740740741,-1.7222222222222223,-1.2037037037037035,-1.2592592592592593,-0.5,-0.925925925925926,-1.2222222222222223,-1.1111111111111112,-1.4814814814814814,-1.0555555555555556,-0.8703703703703703,-1.4259259259259258,-0.5,-1.7592592592592593,-1.5555555555555556,-0.2037037037037037,0.0,-1.9814814814814807,-1.5,-0.8703703703703703
-0.4817813765182186,-0.7044534412955465,-0.8360323886639676,-1.214574898785425,-1.688259109311741,-0.5263157894736842,-0.6821862348178138,-1.3987854251012146,-1.1032388663967612,-0.5607287449392713,-0.4615384615384615,-0.7125506072874493,-0.2550607287449393,-0.4251012145748988,-1.4271255060728745,-0.3663967611336032,-0.3157894736842105,-1.5890688259109311,-0.5748987854251012,-0.5526315789473685
-1.240506329113924,-1.4367088607594938,-1.1645569620253164,-1.6962025316455696,-2.3417721518987342,-1.1708860759493671,-1.2468354430379749,-1.740506329113924,-1.6835443037974684,-1.9177215189873416,-1.639240506329114,-1.1329113924050631,-1.4873417721518989,-1.3101265822784811,-2.3037974683544302,-0.6708860759493671,-1.0443037974683544,-1.8227848101265824,-1.3037974683544304,-1.5
-0.6111111111111112,-1.0833333333333333,-0.9166666666666666,-1.5,0.3888888888888889,-0.8055555555555556,-1.3611111111111112,-1.0833333333333333,-1.5833333333333333,-1.9166666666666667,-1.7777777777777777,-0.8333333333333334,-1.0555555555555556,-2.0277777777777777,-1.1666666666666667,-0.4166666666666667,-0.4722222222222222,-2.4444444444444446,-1.5,-1.5
-2.229508196721312,-1.2622950819672132,-1.360655737704918,-2.295081967213114,-0.7868852459016393,-1.786885245901639,-1.8852459016393444,-2.6065573770491803,-1.9344262295081969,-1.9672131147540983,-2.4262295081967213,-0.7704918032786885,-2.295081967213114,-2.39344262295082,-2.1311475409836067,-1.5737704918032789,-0.6885245901639344,-3.508196721311476,-1.639344262295082,-2.19672131147541
-0.5245901639344263,-0.6229508196721312,-1.4098360655737705,-1.4098360655737705,-1.721311475409836,-0.5245901639344263,-0.9672131147540984,-1.6065573770491803,-1.6557377049180328,-1.5737704918032789,-1.180327868852459,-0.6229508196721312,-0.8524590163934426,-1.9836065573770487,-1.475409836065574,-0.5901639344262295,-0.6557377049180327,-1.7704918032786885,-1.7377049180327868,-1.213114754098361
-0.0869565217391304,0.0978260869565217,-1.2173913043478262,-1.065217391304348,-2.130434782608696,-0.4130434782608695,-0.6521739130434783,-1.3369565217391304,-0.9239130434782608,-0.8369565217391305,-0.8043478260869565,-0.6086956521739131,-0.7282608695652174,-1.3478260869565215,-1.2065217391304348,-0.5217391304347826,-0.6413043478260869,-1.9891304347826089,-0.9130434782608696,-0.4456521739130434
-1.0366300366300367,-1.3443223443223444,-0.9487179487179488,-1.1575091575091576,-2.8644688644688645,-1.2344322344322345,-1.1721611721611722,-1.8388278388278387,-1.5970695970695972,-1.73992673992674,-1.7326007326007329,-0.934065934065934,-1.424908424908425,-1.794871794871795,-2.3150183150183152,-0.8351648351648352,-0.9010989010989012,-2.652014652014652,-1.293040293040293,-1.52014652014652
-0.3284671532846715,-1.218978102189781,-0.8248175182481752,-1.2408759124087592,-0.5547445255474452,-0.7883211678832117,-1.051094890510949,-0.8905109489051095,-1.6715328467153283,-1.2043795620437956,-1.2992700729927007,-0.9343065693430656,-1.0072992700729928,-1.854014598540146,-1.1751824817518248,-0.1021897810218978,-0.2700729927007299,-2.6496350364963503,-1.6496350364963503,-0.7445255474452555
